monthly_income,monthly_expense_total,savings_rate,budget_goal,credit_score,debt_to_income_ratio,loan_payment,discretionary_spending,essential_spending,rent_or_mortgage,financial_advice_score,financial_stress_level,actual_savings
3948.8,3374.23,0.18,3002.57,709.0,0.27,627.71,666.32,1283.49,1395.35,21.8,High,574.57
3410.99,1755.22,0.13,3381.34,780.0,0.1,211.96,613.14,1206.58,1221.58,62.8,Low,1655.77
4483.12,4319.03,0.13,2457.66,715.0,0.13,449.08,853.55,2198.8,1366.47,60.4,Low,164.09
3890.97,3430.6,0.32,3024.77,689.0,0.39,210.47,292.75,2349.03,1283.41,66.1,Medium,460.37
3813.72,3462.34,0.37,2863.75,733.0,0.48,589.43,854.01,2268.94,1237.97,76.2,Low,351.38
2321.86,4290.89,0.37,2907.94,682.0,0.33,821.64,346.17,2657.93,802.27,24.1,Low,0.0
4203.83,5119.48,0.34,3269.85,753.0,0.56,434.34,727.21,2484.92,1721.19,47.9,High,0.0
3719.17,3885.53,0.06,3311.15,681.0,0.13,914.02,533.56,2493.51,803.54,66.0,Medium,0.0
5121.67,2289.38,0.22,2152.84,619.0,0.55,601.15,621.55,1861.58,1201.7,91.7,Low,2832.29
3214.75,2125.73,0.3,2138.63,722.0,0.33,454.97,352.64,2105.87,1353.34,19.6,Low,1089.02
3430.52,3383.66,0.25,2462.67,731.0,0.35,477.57,533.32,1807.12,1717.28,70.1,Medium,46.86
4689.51,2125.43,0.31,1688.49,595.0,0.41,981.17,345.49,1690.71,884.5,95.7,Low,2564.08
2806.32,4093.23,0.21,3950.56,585.0,0.31,304.26,461.79,1971.24,986.77,50.5,Low,0.0
4840.18,2825.0,0.16,3034.11,622.0,0.49,154.45,838.39,1863.48,992.18,24.6,Low,2015.18
4240.52,2912.07,0.21,2375.82,727.0,0.14,552.06,812.38,2010.91,1478.18,67.5,High,1328.45
3016.46,3568.26,0.06,2831.4,708.0,0.21,606.54,538.07,2030.54,1428.79,91.1,Low,0.0
4012.15,3452.36,0.32,2098.94,669.0,0.13,554.36,499.34,2079.25,567.55,22.4,Medium,559.79
2791.51,4801.39,0.38,2442.02,688.0,0.35,559.33,810.0,1501.37,1672.34,99.9,Low,0.0
4442.01,3199.04,0.26,3945.33,754.0,0.26,363.8,733.97,2697.83,336.38,82.5,Medium,1242.97
4349.07,2447.82,0.19,3201.64,665.0,0.35,306.06,345.98,2926.05,1795.66,82.9,Low,1901.25
5034.77,4323.99,0.27,3518.1,669.0,0.37,596.82,631.48,2350.99,1375.3,91.2,High,710.78
4177.84,1805.84,0.4,3119.13,736.0,0.45,324.11,538.08,2787.68,1066.96,65.3,Low,2372.0
3712.59,2705.48,0.06,2680.55,679.0,0.1,605.87,614.34,2527.91,751.76,37.7,Medium,1007.11
3947.15,3338.3,0.18,2609.58,710.0,0.14,199.47,340.24,1000.0,562.63,82.3,Low,608.85
5115.83,3869.5,0.13,1981.72,678.0,0.36,755.37,251.33,1498.16,1247.1,98.7,Low,1246.33
3114.69,2511.13,0.3,2391.5,591.0,0.11,934.4,433.18,1380.29,1499.07,65.3,Low,603.56
3982.15,1987.45,0.12,2288.14,666.0,0.56,514.24,154.93,1286.58,781.28,70.7,Low,1994.7
4483.58,3970.71,0.12,1672.27,661.0,0.18,190.4,431.81,2178.74,960.35,0.9,Low,512.87
4635.73,2587.17,0.35,2868.4,697.0,0.17,293.81,395.23,2479.05,1245.56,78.9,Low,2048.56
4328.95,3001.03,0.13,3695.99,643.0,0.46,510.03,711.89,2186.7,591.82,83.6,Low,1327.92
4441.11,2796.79,0.18,1800.28,755.0,0.36,617.11,153.96,2780.44,958.08,86.3,Medium,1644.32
5737.31,2864.03,0.18,2888.49,736.0,0.47,581.67,697.76,3254.64,1500.16,81.7,High,2873.28
3664.79,2656.52,0.22,2879.68,708.0,0.39,375.54,587.22,2225.48,1753.52,96.0,Medium,1008.27
4529.79,3188.92,0.06,2895.1,687.0,0.23,858.29,668.38,1000.0,2172.11,51.6,Medium,1340.87
4457.4,3435.29,0.27,2427.06,637.0,0.5,40.9,456.27,1660.94,935.89,55.8,Medium,1022.11
4351.16,2656.02,0.21,3659.21,728.0,0.6,400.75,420.08,2376.71,364.3,28.2,Medium,1695.14
6901.39,2022.47,0.32,1515.55,655.0,0.44,314.53,608.77,2104.47,1213.82,4.4,Low,4878.92
2512.08,2048.98,0.34,2973.19,775.0,0.54,430.51,206.03,2618.06,1973.01,69.2,Low,463.1
3609.0,3712.21,0.1,3060.24,689.0,0.44,407.94,511.41,1787.56,1298.06,3.9,Low,0.0
1576.0,3467.34,0.07,2840.64,637.0,0.6,406.19,516.39,2749.87,1870.47,78.4,Low,0.0
4181.71,2914.44,0.26,2863.62,779.0,0.42,542.41,482.59,2186.17,1190.2,31.5,Low,1267.27
4370.16,1178.52,0.14,3106.36,694.0,0.32,657.92,497.03,2145.91,810.05,26.3,Low,3191.64
1452.07,3122.66,0.27,2931.08,731.0,0.31,529.84,338.17,2291.49,1110.77,93.9,Medium,0.0
4763.56,3377.53,0.14,3845.96,695.0,0.45,299.34,126.05,2030.42,969.88,33.1,Medium,1386.03
3194.54,3007.88,0.18,1507.83,687.0,0.49,325.07,646.88,1600.71,451.76,42.4,Medium,186.66
2609.38,3289.32,0.25,3313.67,716.0,0.35,345.44,535.4,2815.78,625.05,56.5,Medium,0.0
5015.16,3358.93,0.13,2791.2,636.0,0.27,266.83,254.41,1502.41,1752.12,14.5,Low,1656.23
3989.19,2281.74,0.18,3204.29,655.0,0.31,350.61,360.17,1888.61,1843.39,82.3,Low,1707.45
3782.33,1791.96,0.3,2764.43,713.0,0.47,684.5,412.2,1205.72,1144.9,39.6,High,1990.37
3667.83,3321.01,0.27,2899.07,647.0,0.34,467.76,484.02,2653.83,1592.85,87.4,Medium,346.82
3781.06,1485.48,0.26,2926.85,708.0,0.55,434.83,874.03,1000.0,1687.68,66.7,Low,2295.58
3550.09,2241.68,0.2,2879.42,587.0,0.34,697.57,560.31,2884.83,943.14,88.0,Medium,1308.41
5678.87,2578.78,0.24,3564.19,666.0,0.33,119.89,444.42,2263.45,735.75,35.1,Medium,3100.09
3724.11,2954.33,0.27,2563.88,624.0,0.43,522.3,474.19,2235.1,826.75,26.1,Medium,769.78
2710.11,2662.68,0.18,2756.23,676.0,0.24,686.15,527.81,2706.82,1302.96,26.5,Medium,47.43
5157.45,3992.48,0.29,2966.82,701.0,0.21,266.53,675.76,1686.46,1096.86,5.9,Medium,1164.97
5737.26,2677.31,0.34,2440.27,677.0,0.59,404.81,638.19,2668.1,1000.29,63.5,Medium,3059.95
1858.09,4503.12,0.06,2782.8,623.0,0.2,247.12,208.69,1739.83,1239.72,42.3,Low,0.0
4997.38,2319.97,0.18,2128.55,655.0,0.12,444.34,174.98,2897.18,636.95,44.4,Low,2677.41
2854.16,1645.38,0.08,2502.23,730.0,0.52,707.1,670.63,2737.48,1346.13,18.0,Medium,1208.78
3782.21,2551.49,0.36,2287.92,750.0,0.14,807.98,600.05,2790.46,935.81,61.4,Low,1230.72
3818.92,3635.17,0.26,3330.9,726.0,0.49,640.65,619.18,3534.5,1542.16,85.3,High,183.75
2700.91,4011.93,0.13,2679.08,683.0,0.52,668.94,483.02,2990.74,1219.09,39.4,Medium,0.0
3786.2,2024.35,0.3,3090.69,710.0,0.59,352.4,589.81,1743.09,1417.56,56.2,High,1761.85
3964.49,2834.72,0.11,2030.89,692.0,0.54,411.44,270.06,2844.87,1131.61,18.2,Low,1129.77
2405.71,4562.28,0.13,2952.5,741.0,0.58,584.54,823.89,2617.82,1571.02,45.9,Low,0.0
2893.05,3359.5,0.37,2817.27,630.0,0.44,419.05,554.53,1978.6,1698.36,93.5,High,0.0
2375.83,3830.76,0.16,2702.52,770.0,0.56,377.91,602.28,2283.85,1840.75,47.2,Medium,0.0
3990.26,3417.6,0.29,2366.65,729.0,0.48,750.97,645.85,1000.0,1462.86,97.9,Low,572.66
3284.09,4333.5,0.28,3483.4,736.0,0.5,1097.54,850.61,3370.79,1373.45,97.3,Medium,0.0
4354.88,3047.64,0.39,3570.99,689.0,0.15,798.98,336.67,2753.24,1247.01,14.2,Medium,1307.24
3645.58,2968.09,0.33,2949.09,746.0,0.3,570.83,779.02,1876.21,1375.32,88.4,High,677.49
4728.44,1798.07,0.27,3081.71,755.0,0.42,476.9,289.86,2583.3,1572.94,50.2,Low,2930.37
6435.12,5077.7,0.07,2607.25,802.0,0.34,829.01,691.55,2624.96,1690.72,35.4,Low,1357.42
2835.33,3496.97,0.07,2906.09,578.0,0.47,1142.46,319.4,3108.26,1646.87,45.4,Low,0.0
2709.73,1843.03,0.07,2555.46,706.0,0.54,1054.09,668.16,2216.13,407.91,31.2,Low,866.7
3151.96,2472.65,0.15,2128.48,656.0,0.12,795.81,131.05,1802.04,1549.68,29.2,High,679.31
4253.97,2055.75,0.35,3253.34,646.0,0.56,420.35,692.93,2005.84,1007.35,28.7,Low,2198.22
4101.23,3030.0,0.19,3292.83,680.0,0.24,249.2,951.43,2533.75,618.07,70.0,Low,1071.23
4410.45,2844.18,0.26,3512.81,689.0,0.4,279.1,544.12,2362.86,1445.02,25.4,Low,1566.27
3507.87,3621.6,0.33,2824.73,664.0,0.45,469.28,461.26,2388.92,1815.33,94.1,High,0.0
4785.37,3996.0,0.26,2222.7,678.0,0.18,646.78,380.52,2042.11,675.21,70.6,Medium,789.37
4192.29,3483.32,0.21,1815.62,727.0,0.54,684.8,511.19,1517.52,1655.62,97.8,Medium,708.97
3911.17,2421.84,0.25,3203.99,721.0,0.47,545.84,505.98,2212.8,1256.08,53.6,Low,1489.33
3862.71,4210.65,0.38,3700.72,687.0,0.59,513.71,457.18,2246.71,2098.0,96.6,Low,0.0
1997.54,3821.97,0.3,2459.79,630.0,0.15,757.25,456.75,3396.58,748.41,10.0,Low,0.0
4162.16,2769.09,0.29,2095.87,677.0,0.51,296.51,158.12,2358.79,1055.29,94.2,High,1393.07
4234.68,3186.99,0.4,2816.06,715.0,0.15,522.77,532.01,2005.38,2215.04,36.0,Low,1047.69
2087.6,2099.66,0.1,3183.14,761.0,0.16,793.61,628.15,2384.62,1223.87,62.8,High,0.0
4006.74,2535.16,0.27,3170.18,678.0,0.37,353.23,47.1,2894.44,1618.72,67.1,Low,1471.58
3680.45,4042.22,0.27,3495.84,660.0,0.34,249.96,762.98,1995.76,1419.3,91.1,Low,0.0
4300.36,2324.91,0.37,2274.58,652.0,0.16,472.14,695.22,1484.24,1259.46,69.4,Low,1975.45
4756.98,3296.33,0.21,3536.16,667.0,0.57,822.74,602.1,2163.03,1326.26,34.5,Medium,1460.65
3122.86,2184.06,0.07,2212.28,621.0,0.51,721.92,570.52,2395.42,1212.26,43.7,Low,938.8
3723.09,1632.99,0.33,2708.52,695.0,0.15,915.97,677.64,3467.09,1127.74,43.0,Low,2090.1
3630.66,4270.29,0.18,2689.16,663.0,0.25,861.83,686.64,2087.13,1932.18,48.7,Low,0.0
3319.73,3580.7,0.07,3156.8,699.0,0.16,747.57,840.65,2106.79,1258.39,38.9,High,0.0
3395.53,4296.04,0.09,3317.84,734.0,0.36,731.32,350.91,2171.5,622.98,63.0,Medium,0.0
4968.79,2489.33,0.31,2163.18,720.0,0.17,544.89,496.38,1287.39,769.21,84.6,Medium,2479.46
3252.32,4162.83,0.13,2439.14,804.0,0.42,293.13,625.32,2060.34,854.35,12.8,Low,0.0
4627.55,3493.56,0.29,2585.87,667.0,0.58,701.2,511.37,2305.76,1276.51,84.0,Low,1133.99
4189.94,3390.29,0.14,2765.45,694.0,0.46,349.39,457.51,2280.0,1688.33,50.9,High,799.65
4649.62,3809.51,0.27,2791.13,655.0,0.25,418.19,222.83,2384.92,1426.2,93.8,Low,840.11
4597.41,3524.85,0.38,2786.29,720.0,0.41,137.21,661.53,1490.51,1428.58,10.1,Low,1072.56
5030.81,2784.06,0.33,2355.92,664.0,0.37,655.7,550.36,2244.91,1236.95,70.8,Low,2246.75
3419.44,4156.88,0.06,3276.0,721.0,0.36,626.2,579.69,1418.2,1127.28,90.7,Medium,0.0
5537.14,4005.47,0.37,2762.2,650.0,0.42,397.25,506.1,1085.07,1913.06,55.4,High,1531.67
1024.42,2498.8,0.32,2382.24,660.0,0.22,521.61,263.01,1919.07,1113.34,6.1,Low,0.0
2263.72,2028.81,0.3,2249.37,652.0,0.54,745.09,351.61,2163.05,1103.58,37.0,Low,234.91
3239.67,4285.87,0.11,3142.04,678.0,0.57,523.94,722.76,1516.43,1254.39,52.5,Low,0.0
6415.64,2198.36,0.08,2991.91,685.0,0.49,275.76,625.52,2639.27,465.35,50.4,Low,4217.28
3157.9,4246.12,0.19,1918.56,687.0,0.35,637.41,706.49,3127.26,1092.38,10.0,High,0.0
3003.31,2934.01,0.29,3305.74,709.0,0.51,404.79,467.02,1701.51,1887.49,67.3,Low,69.3
4150.9,4123.76,0.31,2104.0,590.0,0.45,549.6,451.85,1494.24,1148.66,87.4,Medium,27.14
3547.88,2115.9,0.11,2707.6,587.0,0.26,841.81,613.72,1419.37,779.73,50.9,Medium,1431.98
3048.19,1902.72,0.34,3482.33,642.0,0.46,461.36,313.26,3397.72,1379.39,60.1,Low,1145.47
4650.06,3652.85,0.15,3181.53,617.0,0.34,205.57,470.11,2388.92,1189.51,31.3,Low,997.21
4858.69,2473.39,0.29,2312.35,671.0,0.25,376.61,647.69,1330.85,1071.98,9.0,Low,2385.3
4883.15,1964.43,0.33,2724.21,674.0,0.27,298.29,358.38,2353.55,1836.5,41.0,High,2918.72
5125.82,4054.06,0.32,3208.68,707.0,0.37,458.39,419.58,2164.34,791.77,74.6,Medium,1071.76
5081.45,2971.76,0.31,2869.91,729.0,0.34,494.49,428.96,1843.75,1526.15,1.9,Low,2109.69
2919.48,2922.42,0.1,3109.74,657.0,0.13,556.99,277.96,3019.35,994.71,31.3,Medium,0.0
6090.97,3400.06,0.13,2199.45,627.0,0.44,522.38,388.33,1626.65,844.15,92.1,Low,2690.91
2532.54,2400.73,0.14,2374.16,580.0,0.43,599.3,500.86,1689.52,1632.85,84.4,Low,131.81
3550.25,3313.66,0.12,2045.98,673.0,0.59,639.13,442.26,2363.54,1338.92,86.8,High,236.59
3188.44,1373.62,0.21,3168.85,539.0,0.17,464.12,499.78,1707.82,1662.84,66.4,Medium,1814.82
4802.07,2515.47,0.39,2934.91,658.0,0.45,381.82,797.62,2228.62,2006.15,38.9,Low,2286.6
3267.69,2765.28,0.35,2498.62,637.0,0.53,237.34,628.27,1497.04,1177.72,19.6,High,502.41
4227.92,3598.62,0.26,3124.86,663.0,0.45,508.15,342.23,2495.07,1443.93,51.5,Medium,629.3
3838.57,3460.7,0.24,2920.09,694.0,0.24,340.26,417.09,2396.69,896.66,83.3,Low,377.87
3742.51,1792.88,0.29,2287.65,796.0,0.35,99.87,658.09,1979.17,1504.94,47.9,Medium,1949.63
4611.4,3742.02,0.12,2915.82,634.0,0.43,205.84,123.18,2582.15,1399.46,46.8,High,869.38
4930.42,2902.08,0.31,2682.24,573.0,0.34,738.85,160.07,2534.18,1906.96,68.6,Low,2028.34
4209.37,2557.44,0.21,3182.91,676.0,0.51,717.16,731.13,2444.06,300.0,94.6,Medium,1651.93
5678.31,1290.51,0.38,2190.38,771.0,0.11,683.47,434.06,1750.29,757.71,93.8,High,4387.8
4659.99,2157.74,0.07,2990.66,628.0,0.49,310.6,309.33,2229.73,789.66,9.4,Low,2502.25
3971.76,3619.08,0.16,3010.36,621.0,0.15,553.5,233.1,1880.56,1066.62,64.9,Low,352.68
3512.92,2574.23,0.07,3035.28,620.0,0.52,937.52,784.23,2539.04,1150.84,69.9,Low,938.69
2569.35,2413.51,0.24,3130.67,610.0,0.44,644.92,442.93,1584.51,1666.78,83.2,Medium,155.84
4728.6,3526.07,0.26,3004.27,723.0,0.53,683.77,462.5,1476.23,1058.97,49.4,Low,1202.53
3983.19,3076.82,0.19,2797.53,710.0,0.54,260.0,504.26,3512.78,853.99,14.4,Low,906.37
4471.72,2993.6,0.31,3174.48,669.0,0.4,635.23,133.24,2743.68,1260.0,58.9,Medium,1478.12
2926.23,3189.69,0.35,3652.69,706.0,0.48,476.11,590.05,2614.63,1421.6,92.8,High,0.0
3367.67,3027.11,0.23,2407.37,644.0,0.16,506.29,114.41,2207.73,946.44,26.9,Low,340.56
3162.57,2665.74,0.34,2614.07,664.0,0.26,613.3,553.23,2635.55,328.91,48.3,Medium,496.83
2652.02,3580.11,0.2,2741.46,560.0,0.21,242.58,533.87,2170.59,1908.38,16.9,Medium,0.0
4567.52,3845.59,0.21,1995.9,694.0,0.37,313.88,311.83,1904.77,1376.42,18.5,Low,721.93
3972.99,2917.83,0.34,2605.37,637.0,0.6,638.22,492.63,2386.09,956.17,50.5,Low,1055.16
3767.92,2947.55,0.14,2901.28,734.0,0.55,623.48,642.29,2473.28,1313.75,48.6,Medium,820.37
2962.46,2467.07,0.36,2794.86,708.0,0.23,606.19,433.31,1715.5,1643.78,61.4,Medium,495.39
2711.24,3801.96,0.11,2930.94,537.0,0.35,367.32,699.68,2596.14,557.3,4.1,Medium,0.0
3451.22,3040.58,0.05,2756.09,682.0,0.29,687.35,220.69,1325.09,1375.44,1.3,Low,410.64
3584.44,2089.59,0.1,3000.28,683.0,0.38,575.35,609.59,1257.64,1235.56,7.1,High,1494.85
3311.26,3268.93,0.4,3357.18,681.0,0.15,799.71,676.19,3378.95,492.36,81.9,Low,42.33
3722.17,2698.77,0.29,3200.6,673.0,0.32,357.42,349.02,1780.53,1344.85,54.8,High,1023.4
2916.51,4177.55,0.34,2916.39,693.0,0.13,710.41,367.37,2327.68,1142.59,12.5,Low,0.0
3333.37,2180.6,0.39,2037.64,539.0,0.31,684.04,217.87,2597.31,1014.64,79.4,Low,1152.77
4296.91,3992.8,0.28,1763.57,684.0,0.58,534.15,354.82,2506.34,1810.51,84.1,Medium,304.11
4463.12,3352.59,0.27,2790.5,680.0,0.16,363.01,560.57,2589.95,1522.59,50.8,Medium,1110.53
4415.59,2429.11,0.33,2629.91,633.0,0.55,712.41,463.52,2793.27,1314.2,55.3,Low,1986.48
3861.81,2592.12,0.29,2372.09,668.0,0.6,233.29,586.51,2156.66,842.44,21.1,Low,1269.69
5003.28,2699.12,0.22,4141.66,648.0,0.38,564.08,440.51,1000.0,636.0,49.9,Low,2304.16
2492.28,1923.78,0.06,2018.49,721.0,0.54,605.59,334.72,2508.13,1288.7,12.1,Low,568.5
5245.26,3743.35,0.07,3510.16,735.0,0.41,688.89,452.21,2313.39,559.78,3.8,Low,1501.91
5299.85,4050.42,0.15,3354.62,691.0,0.23,760.43,497.13,2812.93,2128.15,97.1,Low,1249.43
2880.23,2783.31,0.16,2630.59,579.0,0.2,340.58,372.26,3117.54,1131.94,86.0,Medium,96.92
3679.64,3078.32,0.37,3644.96,720.0,0.57,459.0,652.48,1901.71,1461.53,94.9,Low,601.32
3260.1,3222.86,0.3,2911.17,755.0,0.18,524.17,324.37,2662.79,1377.67,2.6,Low,37.24
3066.8,3840.06,0.12,2773.09,695.0,0.33,556.83,783.12,2294.0,2165.92,78.6,High,0.0
3520.1,3278.29,0.3,3362.57,612.0,0.33,698.44,644.55,1000.0,928.72,90.6,Low,241.81
4518.64,3513.0,0.1,3411.24,748.0,0.41,562.12,456.72,1632.51,1193.93,90.9,Low,1005.64
3663.34,4942.26,0.39,2136.8,698.0,0.43,538.51,275.41,3557.41,2020.6,41.6,Low,0.0
2980.47,2028.71,0.26,3034.63,636.0,0.48,564.09,320.36,3010.9,1347.15,25.3,Low,951.76
5058.21,3455.74,0.13,2658.0,764.0,0.37,643.06,317.55,2044.01,903.52,92.4,Low,1602.47
3490.4,1740.56,0.33,2935.93,711.0,0.33,499.06,845.24,2526.49,1126.48,21.5,Low,1749.84
3854.83,4228.26,0.32,2872.62,682.0,0.42,36.47,200.59,1570.03,1397.23,18.3,High,0.0
4435.67,2745.13,0.39,2523.33,657.0,0.26,474.31,474.08,1792.89,1687.74,26.9,High,1690.54
4918.09,3302.32,0.14,3646.45,764.0,0.44,468.61,512.05,1832.29,300.0,27.4,High,1615.77
4045.61,3043.59,0.23,2666.52,677.0,0.41,528.52,695.85,2185.61,1660.16,86.0,Low,1002.02
3964.43,3081.87,0.16,2881.85,631.0,0.29,564.16,177.7,1702.61,1186.26,8.1,Low,882.56
5408.16,3639.44,0.32,2893.05,621.0,0.51,527.64,444.05,1292.95,1819.46,87.1,Medium,1768.72
4214.73,2630.2,0.35,3148.72,736.0,0.32,289.09,728.23,2262.28,1473.49,26.2,Medium,1584.53
2854.76,3294.04,0.31,3307.17,796.0,0.51,143.92,768.8,2605.57,1936.37,50.0,Low,0.0
3529.0,3043.81,0.37,3252.49,647.0,0.3,525.47,676.86,2367.49,1240.13,76.7,Low,485.19
3584.76,2356.4,0.3,2264.52,706.0,0.15,111.79,440.92,1729.53,1368.42,32.1,Medium,1228.36
5665.27,2858.91,0.1,2586.39,565.0,0.21,573.33,164.85,1000.0,794.15,39.6,Medium,2806.36
3920.2,3895.1,0.32,2050.64,643.0,0.1,396.79,453.98,2066.76,1147.76,88.6,High,25.1
4079.33,3367.59,0.06,2544.73,655.0,0.1,614.24,527.88,2898.22,1441.11,45.8,Low,711.74
3499.44,2556.23,0.2,3279.54,742.0,0.51,556.04,387.72,2905.27,1167.49,14.2,High,943.21
3933.54,4137.55,0.34,2897.89,737.0,0.53,578.16,151.32,2959.4,1791.16,86.2,Low,0.0
3297.83,2947.02,0.12,2899.12,700.0,0.39,835.27,636.56,3107.6,793.52,39.0,Low,350.81
4529.43,4450.72,0.32,2843.32,706.0,0.3,509.29,68.48,2386.27,1395.53,31.1,Medium,78.71
2276.96,4029.34,0.38,2488.14,791.0,0.27,556.08,668.93,1924.56,1099.42,1.7,Low,0.0
4342.3,3491.66,0.29,2995.77,615.0,0.21,640.89,280.95,1873.48,1713.66,5.0,Low,850.64
6240.8,2557.1,0.06,3059.61,654.0,0.37,619.81,199.16,2364.27,1127.04,4.3,High,3683.7
3929.97,3000.16,0.19,2972.92,652.0,0.24,334.19,141.18,1968.6,1887.99,36.6,High,929.81
5446.46,2191.78,0.19,3530.29,615.0,0.11,141.47,614.68,2542.08,865.5,76.3,Low,3254.68
4347.23,3037.27,0.34,3340.02,692.0,0.11,843.25,657.06,2414.84,921.1,31.4,Low,1309.96
3832.25,3462.4,0.32,2411.91,716.0,0.56,306.51,565.85,1922.92,1348.0,74.1,Low,369.85
5797.78,2499.48,0.39,2686.42,667.0,0.5,600.4,713.38,2434.2,590.36,21.3,Medium,3298.3
4073.39,2577.81,0.06,2657.95,681.0,0.23,313.4,780.11,1195.82,1151.11,5.1,High,1495.58
3912.01,2694.64,0.1,2761.91,734.0,0.3,278.36,526.83,1840.05,1073.19,24.7,Low,1217.37
4248.25,1743.03,0.11,3136.84,703.0,0.6,904.91,12.72,1375.65,895.76,26.3,Low,2505.22
3710.13,1511.35,0.11,1994.69,721.0,0.38,668.29,553.63,1222.33,1453.74,30.3,Low,2198.78
2931.65,2637.11,0.32,2703.08,675.0,0.34,698.65,562.91,2834.94,1752.25,97.6,Low,294.54
5599.06,3041.25,0.33,2498.56,618.0,0.12,312.05,601.08,1434.92,990.14,79.7,High,2557.81
3705.7,3096.15,0.34,3409.55,789.0,0.28,246.21,221.17,1444.1,829.53,91.4,Low,609.55
4101.62,3541.71,0.14,2793.18,667.0,0.32,279.47,558.04,1333.24,1373.16,39.7,Low,559.91
3434.13,3409.88,0.09,2704.81,722.0,0.37,475.77,824.07,3305.12,1385.04,44.7,Medium,24.25
3821.34,2224.71,0.12,3241.04,639.0,0.53,311.08,519.83,1278.47,1012.63,54.6,Medium,1596.63
4501.68,4413.32,0.37,3020.86,611.0,0.49,507.52,243.94,2881.34,1557.25,71.0,Low,88.36
5011.45,4327.24,0.35,2938.63,692.0,0.26,560.21,323.52,1986.03,948.65,92.2,High,684.21
2076.37,2096.55,0.14,1760.02,669.0,0.4,607.11,593.65,2008.17,1516.4,32.9,Medium,0.0
5559.53,2918.58,0.32,3153.86,661.0,0.24,832.8,307.87,2471.55,1794.87,48.6,Medium,2640.95
3709.0,2579.19,0.13,3047.43,619.0,0.34,571.91,478.88,2553.47,1008.4,22.3,High,1129.81
3525.27,2470.67,0.13,3189.28,651.0,0.45,396.28,405.73,1797.51,1787.33,35.7,Low,1054.6
3317.43,3371.49,0.26,3481.84,702.0,0.35,259.13,327.57,2676.4,1134.3,9.0,High,0.0
5271.82,3449.8,0.09,2450.97,612.0,0.51,454.57,353.62,3226.04,1106.8,87.7,Low,1822.02
3770.87,3825.93,0.18,2491.64,672.0,0.35,495.92,243.91,2067.94,1580.48,45.5,Low,0.0
3183.88,3033.59,0.1,2320.71,685.0,0.37,578.86,1028.64,2902.08,1138.15,66.4,Low,150.29
3956.86,5605.38,0.16,2853.64,689.0,0.28,493.29,251.67,1917.05,1434.2,87.9,Low,0.0
3912.13,893.36,0.13,3503.15,733.0,0.17,759.22,374.5,1599.21,843.97,48.5,Medium,3018.77
2979.88,3909.91,0.28,2656.08,672.0,0.14,235.1,413.18,2763.88,1962.12,97.7,Low,0.0
4295.84,3338.27,0.29,2839.65,623.0,0.39,191.73,386.69,3298.43,960.41,5.2,High,957.57
4478.23,2547.81,0.07,2717.57,679.0,0.49,25.26,312.8,2121.86,803.2,71.7,Low,1930.42
4004.18,3496.17,0.17,2965.28,712.0,0.14,663.84,544.49,3523.85,875.04,22.3,Medium,508.01
5004.97,1825.76,0.22,2035.99,658.0,0.35,628.51,324.84,1382.04,1383.42,6.1,Low,3179.21
5916.09,2101.5,0.21,2597.57,643.0,0.23,520.76,564.99,2153.47,1300.04,3.7,Low,3814.59
5002.47,1861.44,0.1,2721.65,589.0,0.4,47.03,402.82,2595.3,1500.73,61.4,Low,3141.03
4409.26,3409.29,0.38,2521.27,664.0,0.56,283.75,281.6,1506.26,1350.12,29.5,High,999.97
3521.95,3313.67,0.25,2629.0,563.0,0.45,379.86,168.97,1578.83,1617.84,50.5,Medium,208.28
3124.4,2548.35,0.29,3001.68,656.0,0.35,627.44,649.13,1926.62,1542.79,65.6,Low,576.05
3560.32,3922.94,0.2,2907.41,700.0,0.42,657.24,316.84,2931.72,2134.79,47.2,Medium,0.0
2004.18,4040.18,0.06,3115.84,717.0,0.3,316.61,392.57,1839.64,1502.88,89.6,High,0.0
1771.53,3041.88,0.11,2161.4,668.0,0.31,517.04,201.75,1941.55,1430.69,98.9,Low,0.0
5684.85,3303.58,0.11,3210.78,728.0,0.32,200.03,485.27,2057.88,953.17,87.1,Low,2381.27
4393.54,3511.84,0.36,2752.58,688.0,0.26,466.63,197.56,2114.79,1498.16,41.2,High,881.7
3321.07,2931.84,0.07,1921.08,736.0,0.55,1025.38,343.0,2416.48,1205.7,49.3,Low,389.23
4547.31,2686.17,0.2,2776.87,627.0,0.44,266.35,323.11,2267.66,1143.93,7.6,Low,1861.14
4869.11,2647.38,0.36,3108.02,693.0,0.3,401.0,204.84,2596.04,926.08,31.2,High,2221.73
3299.52,2882.71,0.08,4087.78,664.0,0.56,904.95,535.33,2975.76,992.51,67.1,High,416.81
4031.76,2825.62,0.1,3122.18,690.0,0.14,555.72,432.86,2346.52,1112.62,46.7,Low,1206.14
2298.53,2825.75,0.25,2289.99,702.0,0.1,702.36,383.82,2342.49,1354.94,44.1,Medium,0.0
4004.11,1019.39,0.16,3657.2,656.0,0.43,502.85,481.27,2480.79,1688.1,76.2,Medium,2984.72
3289.02,1487.46,0.09,2761.13,590.0,0.48,850.49,622.87,1747.67,496.87,78.7,Medium,1801.56
3254.07,2865.0,0.24,2681.88,690.0,0.3,230.91,617.58,1856.42,1089.6,86.4,Low,389.07
