Customer_ID,Age,Gender,Country,Education,Occupation,Marital_Status,Monthly_Income,Other_Income,Income_Source,Monthly_Expenses,Monthly_Savings,Emergency_Fund,Savings_Rate,Loan_Amount,Monthly_Loan_Payment,Debt_to_Income_Ratio,Bank_Balance,Mobile_Money_Balance,Number_of_Transactions,Cash_In,Cash_Out,Transfers,Airtime_Purchases,Business_Type,Monthly_Revenue,Monthly_Profit,Supplier_Payments,Invoice_Value,POS_Sales,Investment_Type,Investment_Value,Monthly_Return,Financial_Literacy_Score,Spending_Discipline,Risk_Tolerance,Saving_Consistency,Financial_Goal,Financial_Health_Score,Funding_Readiness,Investment_Readiness,Loan_Default_Risk,Predicted_Savings_12_Months,Predicted_Business_Growth,Budget_Recommendation,Loan_Eligibility,Recommended_Investment,Financial_Risk_Level
3699,24,F,Rwanda,Primary,Civil Servant,Single,1033733,11496,Salary,767341,261061,114921,0.25,2594829,77844,0.07,1707209,299618,180,619704,293247,50,11781,Services,249363,73961,747885,1702780,216160,Crypto,683536,45714.51,76,65,High,47,Retirement,49.3,Not Ready,Not Ready,Low,3527838,1.3,Reduce Spending,Decline,Stocks,High
3700,36,M,Uganda,Primary,Engineer,Single,181612,123715,Mixed,236422,52664,767723,0.17,1411502,42345,0.14,1885180,325247,151,524184,282900,290,33415,Services,2300205,196928,339305,2409144,1159294,Stocks,1557859,6461.24,23,43,Low,20,Business Expansion,21.1,Not Ready,Not Ready,Low,762235,-1.0,Reduce Spending,Decline,Treasury Bills,High
3701,49,F,Uganda,Diploma,Entrepreneur,Married,1335623,73581,Mixed,539587,788696,977087,0.56,909633,27288,0.02,1886886,458365,162,723188,49813,202,42376,Manufacturing,4149695,1214053,1774965,2249720,2607919,Savings,2915956,-3783.91,26,81,Medium,43,Home,46.0,Not Ready,Not Ready,Low,10436133,-0.9,Healthy,Decline,Savings,High
3702,58,F,Kenya,Postgraduate,Entrepreneur,Single,1112015,12222,Mixed,531930,319053,370908,0.28,1525521,45765,0.04,620518,187040,177,757126,620986,75,10905,Agriculture,1737649,328540,1049883,706414,1478260,Savings,1490277,24007.41,45,91,Medium,97,Business Expansion,53.1,Not Ready,Not Ready,Low,4600853,2.8,Healthy,Review,Mutual Fund,Medium
3703,42,M,Nigeria,Postgraduate,Trader,Married,699881,181534,Salary,532280,267008,916062,0.3,1582693,47480,0.05,287230,486900,32,572559,227662,23,39730,Retail,3903808,318836,780895,1265123,3098022,Crypto,197060,2834.88,33,82,High,29,Home,36.2,Not Ready,Not Ready,Low,3045683,10.2,Healthy,Decline,Crypto,High
3704,53,M,Nigeria,Postgraduate,Trader,Single,953779,264980,Business,1043177,67983,367747,0.06,708406,21252,0.02,370539,57356,37,682858,504141,156,37401,Retail,2004480,115384,1166393,2970745,1240249,Crypto,492849,28066.8,31,51,Low,24,Home,23.6,Not Ready,Not Ready,Low,1055086,8.9,Reduce Spending,Decline,Crypto,High
3705,59,F,Tanzania,Bachelor,Civil Servant,Single,1208076,149862,Business,1189297,51210,994056,0.04,1265167,37955,0.03,1383252,327280,140,655872,944735,111,13102,Food,3806064,809956,402767,828320,2542770,Mutual Fund,973433,-4030.84,87,32,Medium,34,Emergency Fund,38.0,Not Ready,Not Ready,Low,673622,14.6,Reduce Spending,Decline,Mutual Fund,High
3706,28,F,Tanzania,Primary,Farmer,Single,139751,139001,Salary,125148,114716,190271,0.41,998886,29966,0.11,402787,152999,134,7103,426478,112,12454,Retail,4843886,403444,729271,651570,2941202,Savings,3386,129.49,91,34,Medium,56,Emergency Fund,46.7,Not Ready,Not Ready,Low,1589450,-2.4,Healthy,Decline,Treasury Bills,High
3707,42,M,Kenya,Primary,Entrepreneur,Single,900634,250778,Mixed,435884,257727,891344,0.22,268659,8059,0.01,147836,480175,128,23596,575980,193,20178,ICT,3319454,907440,1356653,2090137,1500410,Treasury Bills,1460102,109334.11,95,30,Low,41,Education,45.7,Not Ready,Not Ready,Low,3922728,2.7,Healthy,Decline,Savings,High
3708,41,F,Rwanda,Primary,Engineer,Married,1118137,47258,Business,530122,498412,708501,0.43,892109,26763,0.02,120834,235281,24,462333,597838,265,7492,Services,3412584,740921,610629,1287983,3057854,Savings,2205225,-24178.45,47,75,Medium,55,Education,47.7,Not Ready,Not Ready,Low,5677391,21.2,Healthy,Decline,Mutual Fund,High
3709,59,F,Rwanda,Primary,Civil Servant,Married,620863,68062,Mixed,457614,137266,275218,0.2,1558547,46756,0.07,1658129,113103,7,696523,926534,104,12536,Agriculture,403100,88498,383143,931875,259533,Treasury Bills,1003002,31553.38,78,34,Low,61,Business Expansion,43.1,Not Ready,Not Ready,Low,1859754,-0.6,Healthy,Decline,Treasury Bills,High
3710,23,F,Uganda,Diploma,Farmer,Single,112957,243524,Salary,281075,51069,923460,0.14,205123,6153,0.02,576091,473133,127,753516,732739,162,37053,Food,2847542,197965,342282,842230,2666887,Savings,2759247,7755.69,40,46,Low,35,Retirement,28.5,Not Ready,Not Ready,Low,586444,10.6,Reduce Spending,Decline,Savings,High
3711,47,F,South Africa,Primary,Trader,Single,1402639,243987,Salary,1268277,344266,158151,0.21,1650562,49516,0.03,1885725,259638,178,888307,676881,175,20684,Food,2157231,160203,645124,1588052,1437781,Savings,2285038,114065.72,84,69,Medium,27,Retirement,44.2,Not Ready,Not Ready,Low,3898064,11.4,Reduce Spending,Decline,Mutual Fund,High
3712,51,F,Nigeria,Postgraduate,Engineer,Married,574467,195368,Business,678692,50608,47833,0.07,1506528,45195,0.06,1030122,441260,152,876584,170293,206,16058,Retail,2239715,320786,1072454,1522397,1613647,Savings,2383740,117941.8,85,36,Low,46,Home,38.9,Not Ready,Not Ready,Low,641455,15.9,Reduce Spending,Decline,Treasury Bills,High
3713,41,F,Rwanda,Primary,Entrepreneur,Single,1434934,78811,Mixed,560415,741368,13874,0.49,1494030,44820,0.03,1695762,303408,96,38276,974277,235,20366,Agriculture,3695640,1132235,1900877,495093,2055123,Savings,1841068,-23958.03,80,95,Low,83,Business Expansion,67.1,Ready,Ready,Low,10415530,2.0,Healthy,Eligible,Stocks,Medium
3714,34,M,Kenya,Diploma,Farmer,Married,119431,287279,Business,203461,93692,67569,0.23,2748517,82455,0.2,352462,156351,86,153503,438592,114,23758,Services,3825035,355826,899636,783119,1844345,Stocks,775019,-1008.78,39,49,Medium,74,Education,35.1,Not Ready,Not Ready,Low,1391613,3.9,Healthy,Decline,Crypto,High
3715,59,M,Ghana,Primary,Entrepreneur,Single,973351,179896,Business,552502,281823,565245,0.24,2824659,84739,0.07,889263,385650,104,483140,796775,168,20315,Food,2463584,668788,1883607,168936,1815352,Stocks,1870364,107725.2,85,71,Medium,48,Education,52.3,Not Ready,Not Ready,Low,4312164,2.0,Healthy,Review,Savings,Medium
3716,49,M,Ghana,Bachelor,Civil Servant,Single,437198,286814,Salary,399617,313634,212603,0.43,1036499,31094,0.04,1757666,99277,84,817601,501934,178,32390,Services,4029922,1097485,866376,1916548,3601784,Treasury Bills,950750,42581.98,67,94,High,32,Education,54.1,Not Ready,Not Ready,Low,4447451,18.0,Healthy,Review,Crypto,Medium
3717,25,M,Uganda,Diploma,Civil Servant,Married,79705,65923,Mixed,51475,42513,289174,0.29,391509,11745,0.08,1677297,188003,83,262560,535802,78,5279,Agriculture,3340302,1144225,788068,1517165,2286494,Crypto,2314651,94931.26,79,23,Medium,36,Emergency Fund,41.6,Not Ready,Not Ready,Low,655939,-0.6,Healthy,Decline,Savings,High
3718,34,F,South Africa,Primary,Nurse,Single,1226398,129115,Salary,555126,580584,625290,0.43,1248887,37466,0.03,311586,328544,109,636943,656380,165,11760,Food,4794274,1528348,1280073,2331596,2156009,Treasury Bills,903465,60374.08,64,23,Medium,72,Retirement,46.0,Not Ready,Not Ready,Low,8095195,17.3,Healthy,Decline,Treasury Bills,High
3719,30,M,Kenya,Diploma,Civil Servant,Single,322183,254397,Business,315685,195016,145349,0.34,213763,6412,0.01,1259929,225738,40,650065,300047,84,46818,Retail,424048,32400,1489950,1174754,397429,Treasury Bills,2653798,154825.69,84,75,High,79,Emergency Fund,56.0,Not Ready,Not Ready,Low,2280534,2.5,Healthy,Review,Mutual Fund,Medium
3720,31,M,Nigeria,Bachelor,Entrepreneur,Single,1495361,147442,Salary,1262560,199258,988399,0.12,2777239,83317,0.05,100149,284058,172,442229,200071,84,12914,Agriculture,281760,54010,1744100,1494121,219254,Stocks,2127276,141228.7,62,86,Low,62,Education,47.8,Not Ready,Not Ready,Low,3020865,1.6,Reduce Spending,Decline,Treasury Bills,High
3721,50,M,South Africa,Diploma,Nurse,Single,1417481,61126,Business,922214,476955,238696,0.32,1017745,30532,0.02,1489998,165064,32,743157,767260,32,38294,Manufacturing,1948312,582776,1154466,2876868,1682488,Crypto,2998956,127965.04,76,24,Low,67,Retirement,46.1,Not Ready,Not Ready,Low,6014179,11.6,Healthy,Decline,Stocks,High
3722,55,M,Zambia,Diploma,Nurse,Single,601876,149036,Salary,382516,244895,466250,0.33,1592315,47769,0.06,942894,481618,41,8381,156046,64,44554,Food,50581,12656,203450,172361,24130,Savings,2713960,3876.22,80,47,High,88,Retirement,53.5,Not Ready,Not Ready,Low,3432189,16.9,Healthy,Review,Stocks,Medium
3723,28,M,Zambia,Diploma,Entrepreneur,Married,328288,5587,Mixed,147762,134908,918548,0.4,138701,4161,0.01,147130,480869,36,113054,266266,39,17919,Retail,2431523,568869,959671,1949087,1802357,Treasury Bills,2491341,104847.3,94,63,High,21,Retirement,51.9,Not Ready,Not Ready,Low,1771213,5.3,Healthy,Review,Crypto,Medium
3724,52,F,Zambia,Secondary,Engineer,Married,517487,246103,Mixed,538340,150473,943196,0.2,369503,11085,0.01,728336,27518,14,163972,293570,77,34614,Manufacturing,1129504,74241,34056,2679930,909241,Treasury Bills,1175341,16252.01,95,80,Medium,96,Retirement,59.3,Not Ready,Not Ready,Low,1769421,-1.2,Reduce Spending,Review,Treasury Bills,Medium
3725,43,F,Uganda,Secondary,Entrepreneur,Married,423799,129710,Salary,217319,143457,747221,0.26,1943556,58306,0.11,1631305,416088,78,819352,54915,1,28283,Retail,4493386,1456259,1786312,1897335,3299828,Stocks,717836,-4857.63,53,39,Low,48,Business Expansion,38.8,Not Ready,Not Ready,Low,1616547,0.2,Healthy,Decline,Treasury Bills,High
3726,22,F,Zambia,Postgraduate,Farmer,Married,472626,225416,Business,424284,262924,749270,0.38,1690546,50716,0.07,306700,337553,129,74727,826287,79,34502,Manufacturing,1768214,135656,129713,1887450,832856,Mutual Fund,1995736,14520.96,84,88,Medium,43,Education,53.4,Not Ready,Not Ready,Low,4098521,6.3,Healthy,Review,Stocks,Medium
3727,30,F,Ghana,Diploma,Entrepreneur,Single,1171562,195071,Salary,792503,186627,886638,0.14,1483587,44507,0.03,318540,327230,17,360692,205007,107,45868,Services,4171743,698830,424090,2049163,1932996,Mutual Fund,551431,20725.01,63,35,High,78,Emergency Fund,40.2,Not Ready,Not Ready,Low,2472987,17.9,Healthy,Decline,Treasury Bills,High
3728,30,M,Ghana,Primary,Entrepreneur,Married,133371,172169,Business,193982,73181,925442,0.24,251040,7531,0.02,279776,454733,158,275321,882665,296,33814,Services,1181031,295455,597939,1474080,725063,Treasury Bills,1965292,-32065.04,40,90,Medium,50,Home,45.1,Not Ready,Not Ready,Low,1107969,4.5,Healthy,Decline,Mutual Fund,High
3729,44,F,Kenya,Bachelor,Teacher,Married,1375359,85702,Business,639915,786976,676274,0.54,349835,10495,0.01,491425,490772,124,689479,834794,133,40715,Retail,3927497,1298915,14389,179117,2537966,Stocks,1033628,15484.79,78,46,Medium,95,Education,60.2,Not Ready,Ready,Low,11326770,-4.8,Healthy,Review,Savings,Medium
3730,50,M,Zambia,Primary,Trader,Single,1180464,74461,Salary,998895,150625,143221,0.12,1777462,53323,0.04,1189450,189146,195,504690,341565,87,15705,ICT,1671290,261419,1673027,2383769,758889,Savings,199267,4518.81,72,76,High,39,Home,44.2,Not Ready,Not Ready,Low,2335592,6.4,Reduce Spending,Decline,Crypto,High
3731,37,M,Rwanda,Primary,Teacher,Single,1470247,256023,Mixed,1487556,156673,594177,0.09,437955,13138,0.01,1822752,236898,31,210456,276494,266,40778,Retail,4429751,1449289,1450710,1695740,2004805,Treasury Bills,1426724,41906.01,73,42,High,75,Emergency Fund,46.2,Not Ready,Not Ready,Low,1916874,23.7,Reduce Spending,Decline,Crypto,High
3732,22,F,Ghana,Secondary,Entrepreneur,Married,1311315,346,Salary,742944,283131,373803,0.22,2301153,69034,0.05,1421890,94128,172,947996,856183,219,1474,Agriculture,3622435,739086,221536,509181,1880737,Mutual Fund,1017971,13745.47,31,65,Low,52,Education,36.4,Not Ready,Not Ready,Low,3311853,-2.3,Healthy,Decline,Treasury Bills,High
3733,44,F,Uganda,Secondary,Engineer,Single,934561,102767,Business,546020,303724,648564,0.29,2020468,60614,0.06,166813,448833,174,790564,42386,99,22276,Agriculture,328615,111400,1753427,1136037,225705,Stocks,1789388,-21436.33,43,30,High,67,Business Expansion,38.8,Not Ready,Not Ready,Low,4555261,9.1,Healthy,Decline,Savings,High
3734,35,M,Kenya,Diploma,Farmer,Single,737384,221925,Salary,796755,159000,304851,0.17,1899767,56993,0.06,543000,401122,182,215787,910135,20,45364,Services,3530138,951092,380626,503673,3005202,Stocks,1563127,12392.4,49,32,Low,71,Business Expansion,37.4,Not Ready,Not Ready,Low,2283896,4.5,Reduce Spending,Decline,Savings,High
3735,26,M,Ghana,Diploma,Farmer,Single,1007366,158715,Business,855058,124570,13782,0.11,613585,18407,0.02,1870113,183952,59,524878,494473,137,34247,Agriculture,2285378,338625,540311,84173,1403759,Stocks,2147713,53840.37,69,52,High,99,Home,47.4,Not Ready,Not Ready,Low,1403057,-3.9,Reduce Spending,Decline,Stocks,High
3736,29,M,Ghana,Postgraduate,Farmer,Married,1296527,151697,Salary,1182651,250002,196071,0.17,1965631,58968,0.04,1380557,496709,200,377460,388593,164,12612,ICT,4781059,1212285,1242051,25555,3093726,Crypto,1921403,80911.44,97,72,High,93,Business Expansion,60.7,Not Ready,Ready,Low,2955385,12.2,Reduce Spending,Review,Treasury Bills,Medium
3737,40,M,Rwanda,Bachelor,Entrepreneur,Single,1104123,183560,Mixed,616907,450093,900885,0.35,1592380,47771,0.04,426883,15216,185,31661,874594,228,26866,Services,1864091,179051,136050,2257853,1115034,Treasury Bills,172514,4870.9,70,71,High,69,Retirement,50.6,Not Ready,Not Ready,Low,6630131,21.6,Healthy,Review,Savings,Medium
3738,32,F,Kenya,Postgraduate,Engineer,Single,240364,149867,Salary,337024,51059,27641,0.13,204305,6129,0.02,210181,284484,61,729242,935460,242,30252,Retail,2372558,772140,735249,855353,2106543,Crypto,1633467,22171.0,46,80,Low,73,Emergency Fund,47.4,Not Ready,Not Ready,Low,758935,2.4,Reduce Spending,Decline,Savings,High
3739,60,F,Zambia,Postgraduate,Trader,Married,1416723,33163,Mixed,636723,387560,93401,0.27,440000,13200,0.01,1105803,354865,163,316293,277496,225,25946,Manufacturing,524889,169806,448918,1833272,252785,Crypto,175360,1648.89,59,81,Medium,34,Business Expansion,47.8,Not Ready,Not Ready,Low,4195748,20.8,Healthy,Decline,Mutual Fund,High
3740,28,F,Rwanda,Secondary,Civil Servant,Single,890050,212999,Salary,616583,446016,550746,0.4,2149032,64470,0.06,245683,122386,180,552861,139070,150,34992,Retail,4903908,746641,1628121,1866645,4324791,Crypto,36301,1886.75,93,79,Medium,70,Business Expansion,60.1,Not Ready,Ready,Low,5268262,19.4,Healthy,Review,Treasury Bills,Medium
3741,55,M,Tanzania,Bachelor,Trader,Married,1485517,232638,Mixed,1293730,393335,304378,0.23,2117750,63532,0.04,1735526,426556,156,839954,664794,299,7020,Retail,3249725,926354,566768,1183629,2859042,Crypto,525805,20780.08,80,45,Medium,26,Home,42.8,Not Ready,Not Ready,Low,5527586,8.5,Reduce Spending,Decline,Stocks,High
3742,23,M,Nigeria,Secondary,Trader,Married,707095,173967,Salary,325062,275874,837907,0.31,1911405,57342,0.07,287128,115346,27,901428,194692,74,44142,Services,4180634,878749,1187489,691708,2115304,Stocks,749711,52561.59,81,65,Low,86,Business Expansion,55.9,Not Ready,Not Ready,Low,3191920,22.5,Healthy,Review,Mutual Fund,Medium
3743,47,F,Kenya,Diploma,Civil Servant,Single,704710,13616,Business,580671,103981,64450,0.14,2596148,77884,0.11,1623892,46785,71,773626,9435,240,323,Agriculture,4539969,1546089,1302526,373262,2947973,Crypto,1528288,63791.71,38,28,Low,92,Home,37.5,Not Ready,Not Ready,Low,1182148,14.8,Reduce Spending,Decline,Mutual Fund,High
3744,34,F,Tanzania,Primary,Farmer,Married,680469,219118,Mixed,361185,483884,880696,0.54,1569245,47077,0.05,1022489,266906,151,800510,203603,115,47185,Services,4999623,1531917,686407,2149930,2178625,Treasury Bills,1887936,86806.79,21,28,High,69,Business Expansion,37.6,Not Ready,Not Ready,Low,7215668,-3.3,Healthy,Decline,Savings,High
3745,56,M,Ghana,Bachelor,Teacher,Married,432594,59157,Salary,337688,102792,91517,0.21,60855,1825,0.0,867369,25198,29,81082,653502,212,22522,Services,3331457,1115397,940975,2011278,2736068,Savings,1579880,16105.18,27,46,High,41,Emergency Fund,33.0,Not Ready,Not Ready,Low,1495551,2.6,Healthy,Decline,Savings,High
3746,32,M,Uganda,Secondary,Farmer,Single,449439,210653,Mixed,524302,98766,381069,0.15,2977673,89330,0.14,598675,425852,49,458400,562605,113,27009,Food,141732,25766,846200,1365216,133695,Mutual Fund,74194,-995.95,53,77,High,52,Retirement,41.7,Not Ready,Not Ready,Low,1533919,0.3,Reduce Spending,Decline,Treasury Bills,High
3747,55,M,Ghana,Postgraduate,Engineer,Single,854290,221619,Mixed,796722,122672,511119,0.11,1907920,57237,0.05,1194664,452586,53,603464,263921,234,1556,Services,4934251,376389,1348284,513996,3478308,Stocks,1959183,61731.0,80,90,Medium,85,Business Expansion,54.1,Not Ready,Not Ready,Low,1595231,-0.6,Reduce Spending,Review,Stocks,Medium
3748,54,F,Ghana,Bachelor,Farmer,Married,1307576,65679,Business,868041,361912,775254,0.26,1923057,57691,0.04,1192023,239950,91,378768,501084,116,41679,Services,746936,186187,1113162,1851419,650280,Savings,1391387,82426.12,91,41,Medium,48,Home,48.0,Not Ready,Not Ready,Low,4882131,0.7,Healthy,Decline,Stocks,High
3749,22,M,Nigeria,Bachelor,Trader,Single,373494,285067,Salary,404305,144746,182184,0.22,2361384,70841,0.11,1340696,474197,131,874348,436265,160,16505,Retail,821210,262940,1426811,395701,632851,Stocks,774418,51983.42,79,87,Low,74,Education,57.9,Not Ready,Not Ready,Low,1781485,5.2,Healthy,Review,Mutual Fund,Medium
3750,50,F,Tanzania,Postgraduate,Farmer,Single,836063,109513,Business,695171,174559,516438,0.18,257664,7729,0.01,1157427,193175,13,575200,138976,280,19976,ICT,572262,72084,1701466,1862629,412397,Stocks,990283,33949.75,81,91,Low,21,Retirement,47.7,Not Ready,Not Ready,Low,2179904,19.7,Reduce Spending,Decline,Treasury Bills,High
3751,38,F,Ghana,Primary,Farmer,Married,200245,13373,Salary,136984,25949,168667,0.12,75301,2259,0.01,810384,33696,41,584235,994968,32,33219,Manufacturing,4853297,283501,1202969,401836,2966430,Treasury Bills,2621503,18439.74,31,45,Low,51,Home,27.9,Not Ready,Not Ready,Low,323013,-1.1,Healthy,Decline,Savings,High
3752,45,M,Uganda,Bachelor,Engineer,Single,1084213,155764,Business,777148,313423,393758,0.25,1514369,45431,0.04,611057,232299,5,90442,492408,86,302,Agriculture,2206793,648249,1113762,215837,1579113,Crypto,327185,15960.42,66,98,High,48,Retirement,53.8,Not Ready,Not Ready,Low,4334939,13.7,Healthy,Review,Treasury Bills,Medium
3753,46,F,Rwanda,Bachelor,Teacher,Married,380492,212307,Salary,288674,91923,165445,0.16,1599127,47973,0.08,1464362,487279,58,105813,791504,298,20745,Services,4875005,803545,1983307,1757701,3388734,Savings,643285,40669.99,54,87,Low,68,Home,46.7,Not Ready,Not Ready,Low,1319278,21.8,Healthy,Decline,Stocks,High
3754,48,M,Zambia,Primary,Nurse,Single,1350070,114644,Mixed,681428,747841,891397,0.51,2176980,65309,0.04,561600,483789,163,202122,772819,178,27197,ICT,683600,45771,1164152,460867,458586,Treasury Bills,2469102,120808.78,87,69,Low,90,Business Expansion,60.2,Not Ready,Ready,Low,11038310,14.0,Healthy,Review,Mutual Fund,Medium
3755,24,F,Tanzania,Diploma,Nurse,Married,1090859,154088,Business,684418,289959,507201,0.23,266199,7985,0.01,1280681,63323,181,72795,967156,137,33791,Food,2476492,532223,704213,2441387,2072551,Savings,363027,-2759.04,29,46,Low,66,Business Expansion,35.2,Not Ready,Not Ready,Low,3904438,7.4,Healthy,Decline,Stocks,High
3756,24,M,Nigeria,Secondary,Entrepreneur,Single,140832,189337,Salary,202949,112187,630980,0.34,603724,18111,0.05,1639900,62418,166,52471,451097,67,40632,Food,360006,100714,1594613,2128836,207871,Crypto,2741043,122377.6,92,92,Low,75,Emergency Fund,64.5,Not Ready,Ready,Low,1241045,6.9,Healthy,Review,Savings,Medium
3757,49,M,Rwanda,Diploma,Engineer,Single,1187840,213444,Salary,855113,419737,200105,0.3,2364620,70938,0.05,230493,482908,63,337857,371182,218,17244,Agriculture,4953834,985942,199349,1871682,3291192,Mutual Fund,590799,-2030.8,57,34,High,87,Retirement,43.6,Not Ready,Not Ready,Low,6075954,11.1,Healthy,Decline,Treasury Bills,High
3758,56,F,Zambia,Primary,Nurse,Married,1094832,31983,Business,612318,405917,26108,0.36,2105595,63167,0.06,97949,154877,45,698602,631003,57,9978,Agriculture,108044,37671,1816222,2734055,85035,Treasury Bills,2503323,-42120.07,65,68,Low,62,Education,52.7,Not Ready,Not Ready,Low,4900958,10.4,Healthy,Review,Crypto,Medium
3759,54,M,Nigeria,Postgraduate,Farmer,Married,1338172,87749,Business,965630,356894,463030,0.25,1312619,39378,0.03,158916,110665,61,35151,437911,193,30971,Services,3489138,262675,1056164,932246,1664592,Savings,2338900,143868.74,79,37,High,60,Retirement,42.4,Not Ready,Not Ready,Low,4198096,15.2,Healthy,Decline,Crypto,High
3760,41,M,Uganda,Bachelor,Engineer,Single,1251353,168861,Business,1072190,268971,444837,0.19,2666781,80003,0.06,306519,299513,13,913309,706757,111,35232,ICT,3345365,1015148,1558372,1394459,2328879,Crypto,1911212,139816.68,28,77,Low,41,Retirement,37.8,Not Ready,Not Ready,Low,2943923,0.7,Reduce Spending,Decline,Savings,High
